Event Date,Event/Point Description,Logical Device,Location,Channel,Panel,Card Number
12/3/2019 10:21,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,10080                           
12/3/2019 10:18,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 10:16,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,5941                            
12/3/2019 10:15,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/3/2019 10:15,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34784                           
12/3/2019 10:15,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 10:14,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/3/2019 10:13,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,7444                            
12/3/2019 10:11,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,10768                           
12/3/2019 10:10,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,18265                           
12/3/2019 10:10,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,18041                           
12/3/2019 10:08,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,6761                            
12/3/2019 10:08,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,16277                           
12/3/2019 10:05,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/3/2019 10:05,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 10:03,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,24100                           
12/3/2019 10:02,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,13508                           
12/3/2019 10:01,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34784                           
12/3/2019 10:00,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,57848                           
12/3/2019 9:58,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,18265                           
12/3/2019 9:57,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/3/2019 9:57,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,57848                           
12/3/2019 9:55,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,57848                           
12/3/2019 9:55,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34784                           
12/3/2019 9:54,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,6064                            
12/3/2019 9:54,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,6761                            
12/3/2019 9:50,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,16277                           
12/3/2019 9:49,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/3/2019 9:47,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,16277                           
12/3/2019 9:46,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/3/2019 9:46,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,7444                            
12/3/2019 9:46,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,1936                            
12/3/2019 9:45,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,21124                           
12/3/2019 9:45,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/3/2019 9:44,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,13508                           
12/3/2019 9:42,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,18041                           
12/3/2019 9:41,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,18265                           
12/3/2019 9:41,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:40,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:39,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,17865                           
12/3/2019 9:39,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 9:39,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:35,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/3/2019 9:35,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,18265                           
12/3/2019 9:35,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/3/2019 9:31,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,43545                           
12/3/2019 9:31,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,35289                           
12/3/2019 9:29,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,16277                           
12/3/2019 9:26,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/3/2019 9:22,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,11369                           
12/3/2019 9:22,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,21124                           
12/3/2019 9:21,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,4196                            
12/3/2019 9:21,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 9:20,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,6064                            
12/3/2019 9:20,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,21124                           
12/3/2019 9:20,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,7444                            
12/3/2019 9:20,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,6064                            
12/3/2019 9:20,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,21124                           
12/3/2019 9:18,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,17865                           
12/3/2019 9:17,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,39705                           
12/3/2019 9:15,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,17865                           
12/3/2019 9:14,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,24100                           
12/3/2019 9:13,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,17865                           
12/3/2019 9:13,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 9:13,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,17865                           
12/3/2019 9:12,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 9:11,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:11,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,39705                           
12/3/2019 9:11,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:10,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,13508                           
12/3/2019 9:10,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,39705                           
12/3/2019 9:10,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,18041                           
12/3/2019 9:07,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:05,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,25401                           
12/3/2019 9:03,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,34489                           
12/3/2019 9:02,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 9:01,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 8:59,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 8:57,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 8:54,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 8:51,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,28569                           
12/3/2019 8:48,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/3/2019 8:48,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,4196                            
12/3/2019 8:47,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,11369                           
12/3/2019 8:46,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 8:32,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,5941                            
12/3/2019 8:31,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 8:27,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/3/2019 8:25,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,4196                            
12/3/2019 8:25,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,14841                           
12/3/2019 8:24,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 8:21,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/3/2019 8:20,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/3/2019 8:18,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/3/2019 8:17,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,4196                            
12/3/2019 8:15,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,4196                            
12/3/2019 8:14,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 8:12,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 8:11,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,6761                            
12/3/2019 8:07,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,16277                           
12/3/2019 8:02,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,6761                            
12/3/2019 8:01,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,6761                            
12/3/2019 7:45,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/3/2019 6:43,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 6:43,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 6:42,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 6:41,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 6:41,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 6:38,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 6:37,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 6:32,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,48324                           
12/3/2019 6:28,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,33748                           
12/3/2019 6:24,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 6:24,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,23840                           
12/3/2019 6:23,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,11369                           
12/3/2019 1:00,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/3/2019 1:00,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 21:41,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 21:40,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 21:12,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,10080                           
12/2/2019 21:11,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,10080                           
12/2/2019 21:10,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,10080                           
12/2/2019 20:58,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 20:58,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 20:16,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 20:15,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:49,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/2/2019 19:48,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:47,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:45,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/2/2019 19:44,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,38570                           
12/2/2019 19:42,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:41,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:40,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,44665                           
12/2/2019 19:38,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:37,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:34,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,43545                           
12/2/2019 19:33,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,43545                           
12/2/2019 19:33,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,35289                           
12/2/2019 19:32,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,43545                           
12/2/2019 19:32,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,34784                           
12/2/2019 19:31,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,5941                            
12/2/2019 19:30,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:29,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:22,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,29881                           
12/2/2019 19:21,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:20,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,10768                           
12/2/2019 19:19,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,10080                           
12/2/2019 19:18,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
12/2/2019 19:18,Local Grant,BLR-3FLR WEST WING  ODC1 IN B61,BLR-3FLR WEST WING  ODC1 IN,BLR-CYIENT-IC2,PW-5000 Panel,10768                           
12/2/2019 19:17,Local Grant,BLR-3FLR WEST WING ODC1 OUT B62,BLR-3FLR WEST WING ODC1 OUT,BLR-CYIENT-IC2,PW-5000 Panel,61226                           
